p_game,p_total_hits,p_home_run,p_strikeout,p_walk,p_k_percent,p_bb_percent,batting_avg,slg_percent,on_base_percent,p_earned_run,p_era,p_rbi,p_called_strike,p_unearned_run,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,meatball_percent,pitch_hand,n_fastball_formatted,fastball_avg_speed,winning?
63,46,7,63,24,25,9.5,0.207,0.374,0.286,20,2.92,28,128,4,90.4,12,29.4,8,46,7.7,R,57.8,94.9,Yes
33,158,24,210,64,27.7,8.4,0.234,0.396,0.306,75,3.75,67,570,3,88,13.1,32.2,6.3,34.9,5.9,R,57.5,93.5,No
61,40,5,57,12,27.1,5.7,0.206,0.309,0.262,20,3.4,24,152,1,86,2.6,25.4,3.6,32.6,7.6,L,71.2,94,Yes
27,21,5,35,14,27.3,10.9,0.188,0.357,0.289,14,4.2,15,88,0,85.8,20.2,31.2,6.5,32.5,7.2,R,31.3,91,No
32,30,2,24,19,17.1,13.6,0.252,0.37,0.364,17,4.94,18,61,3,88.9,18.1,37.9,9.5,31.6,7.4,R,57.7,95.4,No
25,31,3,29,10,22.7,7.8,0.272,0.412,0.352,16,5.14,15,74,2,90.6,6.9,36.5,7.1,45.9,9.7,R,65.6,96.6,No
20,92,20,96,19,25.3,5,0.258,0.489,0.296,43,4.19,41,249,2,89.1,19.7,36.1,9.5,42.2,7.9,R,58,92.3,No
67,56,16,69,18,26.2,6.8,0.231,0.512,0.289,34,4.83,37,142,1,90.4,26.5,42,13.8,45.4,7.2,R,98.9,91.7,Yes
6,32,7,22,14,14.6,9.3,0.241,0.436,0.318,13,3.28,13,84,0,89.6,17.8,38.9,9.7,42.5,6.9,L,51.4,90.5,No
29,22,1,19,10,17.4,9.2,0.229,0.354,0.312,13,4.56,13,55,1,87.9,3.4,26.9,5.1,35.9,6.3,L,56.5,93.7,No
30,19,2,20,13,17.2,11.2,0.19,0.27,0.293,11,3.38,9,69,0,88.6,13.9,24.7,6.2,38.3,7.7,R,64.7,96.3,No
29,43,6,25,15,16.8,10.1,0.326,0.545,0.396,24,6.97,30,88,0,88.3,5,25.9,6.5,40.7,7.2,R,57.5,91.7,No
24,86,10,36,15,12,5,0.308,0.523,0.349,45,6.01,46,198,1,89.3,10,38.6,7.3,41.1,8.2,R,67.8,91.6,No
60,48,5,73,23,28.4,8.9,0.207,0.319,0.276,19,2.7,23,155,1,88.1,14.9,29.2,8.1,39.8,6.9,R,51.1,93.2,Yes
51,38,6,41,22,21.8,11.7,0.233,0.399,0.319,15,3.16,24,110,4,84.5,16.7,32,7.2,28.8,5.9,L,72.5,93.1,No
71,58,5,67,34,21.6,11,0.216,0.31,0.31,26,3.18,22,185,6,87.4,9.8,31.4,7.8,33.8,6.5,R,76.1,95.2,No
23,65,14,73,37,22.9,11.6,0.241,0.456,0.342,34,4.35,35,198,4,89.9,17.8,38.6,9.4,45,8,R,66.5,92.6,Yes
58,36,5,87,28,38.5,12.4,0.186,0.294,0.292,15,2.5,18,162,2,85.7,11.4,33,5.5,28.4,6.4,R,36.2,94.8,Yes
30,163,25,117,27,17.9,4.1,0.267,0.457,0.305,88,5.11,90,444,8,84.8,17.3,37.6,7.8,28.2,6.2,L,53.9,83,Yes
62,46,7,76,40,27.5,14.5,0.198,0.319,0.315,24,3.39,31,198,6,89.1,11.1,26.4,6.9,35.8,8,L,62.4,98.2,Yes
57,56,3,69,16,24.4,5.7,0.215,0.281,0.265,17,2.17,20,162,2,84,1.5,20.5,3.1,24.1,8.5,R,58.8,98.3,Yes
13,70,8,35,19,14,7.6,0.307,0.474,0.364,29,4.61,29,149,0,90,14.2,36.6,6.2,41.8,6.8,R,55.2,93,No
28,84,14,195,56,33.6,9.7,0.165,0.3,0.26,45,2.81,45,396,2,86.6,21.4,33.3,6,31.8,7.9,R,53,93.4,No
55,48,4,46,32,19.4,13.5,0.24,0.34,0.35,26,4.28,29,137,5,87.8,9,34.6,5.8,35.5,5.2,R,48.7,95.4,No
7,33,3,19,12,15,9.4,0.292,0.504,0.362,18,5.86,18,72,0,89.1,10.5,30.5,9.5,44.2,6.8,L,53.4,90.7,No
72,61,2,51,16,17.8,5.6,0.234,0.31,0.294,18,2.26,27,165,6,87.9,6.4,27.4,3.8,38.2,9.5,R,67.9,87,No
11,37,6,49,29,22.5,13.3,0.201,0.332,0.321,21,3.75,18,137,0,89.4,20,33.1,8.8,37.5,8.3,R,51.7,93.7,No
52,37,3,60,35,27.9,16.3,0.213,0.282,0.353,32,6.08,22,166,2,88.4,11,27.6,6,34.5,7.3,L,54.5,92.8,No
67,57,14,99,17,31.4,5.4,0.193,0.386,0.235,29,3.12,37,189,3,89.1,24.9,30.7,11.1,43.7,7.6,R,65.5,95.7,No
18,82,23,65,29,18.1,8.1,0.256,0.538,0.322,58,6.37,61,222,4,90.8,19.8,33,12.6,43.7,8.8,R,45.9,92.6,No
80,74,5,55,13,16.9,4,0.243,0.328,0.282,20,2.22,24,214,3,85.4,4.6,22.5,2,32,9.4,R,57.2,82.7,Yes
33,171,21,201,50,24,6,0.223,0.365,0.276,73,3.19,75,451,12,87.6,4.5,29.9,6.1,39.4,7.9,R,49.8,97.8,Yes
50,54,3,51,24,20.7,9.8,0.254,0.362,0.35,25,4.12,35,142,4,86.1,3.7,24.5,6.1,33.1,6.9,R,67.7,95.4,Yes
11,53,10,26,16,13.2,8.1,0.299,0.52,0.365,32,6.75,30,153,0,89.6,18.4,36.8,8.6,47.4,8.8,L,50.8,88.5,No
48,29,5,54,31,29.7,17,0.203,0.343,0.357,15,3.38,20,146,2,88.2,10.9,34.8,5.4,38,7.4,L,74,94.8,No
17,60,13,47,24,19.7,10.1,0.286,0.538,0.366,48,8.25,42,159,0,91,8,31.1,8.5,45.7,7.2,R,58.2,92.7,No
39,48,10,32,25,16.7,13,0.294,0.552,0.391,33,7.55,33,96,5,92.4,15.3,34.6,15,49.6,8.3,R,55.8,94,Yes
31,35,4,36,18,22.4,11.2,0.254,0.406,0.348,23,5.75,28,95,3,89.7,11.7,31.7,6.7,40.4,6.4,R,45.3,95.7,No
22,57,6,62,24,22.5,8.7,0.236,0.355,0.316,25,3.55,23,181,4,88.7,7.6,35.2,7.7,43.4,8.8,R,77.2,92.8,No
21,108,23,99,31,19.9,6.2,0.236,0.443,0.287,53,3.84,51,313,3,88.3,12.1,33.8,8.2,39.3,7,R,57.9,89.9,No
5,32,5,20,9,19,8.6,0.34,0.702,0.39,18,7.25,17,56,1,90,17.1,42.1,7.9,34.2,6.7,R,63.2,91.9,No
26,20,2,38,15,34.5,13.6,0.213,0.33,0.327,13,4.56,11,82,1,86,14.4,33.9,10.7,48.2,6.8,L,73.3,93.6,No
41,37,7,33,12,18.9,6.9,0.228,0.383,0.28,17,3.59,20,98,3,88.1,7.8,26.2,6.2,39.2,8,R,64.9,94.3,Yes
71,52,3,77,36,26,12.2,0.209,0.309,0.314,29,3.73,40,176,2,88.3,13.2,28.7,5.6,34.8,6.9,L,64.4,97.7,No
61,40,9,75,17,32.2,7.3,0.194,0.354,0.266,18,2.78,25,162,5,88.6,10.3,25.7,7.4,38.6,6.6,R,33.7,94.7,No
23,22,6,24,15,19.5,12.2,0.206,0.411,0.301,15,4.5,22,79,1,90.4,15.7,33.3,8.3,39.3,7.8,R,62.3,93.7,Yes
28,27,8,35,19,22.4,12.2,0.206,0.435,0.314,21,5.15,25,108,0,83.8,9.3,37.4,8.1,29.3,5.8,R,49.1,97.9,Yes
9,46,4,20,16,11.4,9.1,0.303,0.454,0.377,25,5.92,25,106,2,90.5,16.1,37,6.7,40,7.9,L,44.1,89.8,No
28,48,5,46,21,21.1,9.6,0.254,0.381,0.33,25,4.5,28,138,4,87.2,10.4,33.8,4.7,34.5,8.7,R,61.5,93.4,No
14,65,14,62,28,22.4,10.1,0.264,0.5,0.339,39,5.6,38,141,2,89.6,16.8,32.4,9.2,39.5,7.6,R,40.8,93.5,Yes
32,139,20,226,68,31.9,9.6,0.223,0.364,0.305,72,3.91,70,458,5,89.2,18.5,37,9.9,38.8,6.8,R,46.8,96.7,No
42,41,5,48,15,25.9,8.1,0.247,0.373,0.319,19,4.04,23,113,2,86.4,4.1,27.7,6.7,37,6.7,R,73.3,98,No
29,24,4,28,12,23.9,10.3,0.235,0.431,0.316,15,5.13,18,78,2,85.2,14.4,39.5,9.2,35.5,7.8,L,52,93.6,No
55,36,5,53,33,22.6,14.1,0.183,0.32,0.295,17,2.73,23,123,6,89,19.4,29.7,8.1,39.9,5.3,R,51.6,93.1,No
17,57,12,85,26,26.4,8.1,0.199,0.364,0.276,28,3.22,30,224,7,89.8,13.4,38,9.3,41.5,6.9,R,56.8,93.3,Yes
9,28,4,25,13,15.9,8.3,0.2,0.343,0.268,14,3.15,16,87,3,88.9,17.4,25.4,6.8,33.9,8,L,86,87.9,No
47,33,5,44,23,23.8,12.4,0.208,0.327,0.308,16,3.38,17,113,2,84.2,13.6,28.2,4.3,23.1,7.1,L,63.1,93.3,Yes
32,30,7,31,14,24,10.9,0.268,0.545,0.357,20,6.35,24,82,4,86.4,15.7,41.5,13.4,36.6,6.5,R,59.4,94.7,No
30,90,10,68,32,21.4,10.1,0.318,0.491,0.384,51,6.68,51,185,3,89.1,10.9,33.9,9.6,42.7,6,L,50.7,94.3,No
31,70,12,79,45,23.6,13.4,0.248,0.436,0.358,37,4.56,38,212,4,89,15.4,35.9,7.3,39.8,7.1,R,56,94.3,No
13,23,3,36,26,22.8,16.5,0.177,0.315,0.31,16,4,15,128,3,88.5,15.2,31.3,8.3,31.3,6.6,R,45.6,95.5,No
18,57,4,87,21,30.5,7.4,0.223,0.313,0.295,27,3.52,24,195,5,87.2,10,31,8.2,35.1,7.6,R,55.5,94.1,No
23,131,10,92,49,19.6,10.4,0.322,0.477,0.398,69,6.17,63,300,0,91.5,11.5,40.1,6.8,47.5,7.3,R,56.7,93.8,Yes
44,54,9,103,24,36.1,8.4,0.21,0.374,0.277,27,3.5,25,218,0,88.3,18.6,31.2,8.9,35.7,7.6,R,64.4,97.3,Yes
36,37,5,39,16,24.1,9.9,0.259,0.42,0.346,16,4.04,25,91,2,93.9,11.5,35.6,13.5,52.9,6.7,R,45.4,96.4,No
66,67,5,42,14,15.9,5.3,0.272,0.374,0.307,22,3.18,37,141,9,88,5.9,26.9,3.4,33.7,8.3,L,54.4,93.3,No
28,36,7,30,8,26.1,7,0.343,0.619,0.391,22,8.37,24,74,2,91.4,16,34.2,10.5,47.9,8.4,R,66.8,96.4,No
18,88,19,99,27,26.1,7.1,0.255,0.467,0.309,45,4.52,45,228,1,89.7,13.7,30.4,10,42,8,R,57.6,94.6,No
30,150,19,162,51,24.5,7.7,0.25,0.38,0.307,67,3.83,66,379,6,87.9,12.1,35.4,7.4,36.5,6.6,L,52,91.1,No
32,28,1,43,27,28.7,18,0.235,0.336,0.38,17,4.73,21,92,0,87.1,10.4,34.6,2.6,34.6,6.5,L,83.5,93.1,Yes
15,64,11,69,29,24,10.1,0.255,0.454,0.341,41,5.54,35,183,3,90.4,10.3,38,9.8,42.9,7.2,L,58.6,92.5,No
35,57,5,73,25,23.8,8.1,0.204,0.307,0.267,24,2.84,26,216,3,91.4,8.8,30.1,5.7,50.2,7.8,R,65.2,97,Yes
62,48,6,70,37,27.9,14.7,0.234,0.351,0.363,31,5.17,36,161,3,90.1,5.3,33.3,5.1,35.5,5.7,L,48.4,96.7,Yes
21,105,14,63,43,16.4,11.2,0.316,0.515,0.397,61,6.83,62,246,8,92.9,10.2,32.1,11.7,47.1,8,L,47.1,92.3,No
20,50,12,59,27,23.8,10.9,0.233,0.437,0.331,27,4.26,27,167,2,87.9,8.3,29.3,5.7,35,8.2,L,65.9,93.1,No
33,28,5,35,10,24.3,6.9,0.212,0.402,0.271,13,3.31,16,67,5,87.7,22,30.6,8.2,30.6,9,R,59.9,94.7,No
61,45,2,60,23,28.7,11,0.246,0.322,0.34,18,3.4,23,111,0,88.5,12,37.4,8.9,44.7,7.2,L,48.8,94.5,Yes
36,26,3,37,9,27.6,6.7,0.211,0.366,0.276,9,2.38,15,95,2,86.1,7.2,33.7,10.5,36,10.8,R,60.7,90.2,Yes
11,43,11,48,22,22.2,10.2,0.234,0.446,0.329,25,4.5,27,148,3,91.8,11.3,30,9.3,48.6,8,R,51.6,92.8,No
16,74,14,35,19,13.7,7.5,0.322,0.596,0.373,49,8.07,49,151,1,90.7,17.1,38.2,11.1,38.2,6.1,R,77.5,89.2,No
34,38,4,33,14,21.6,9.2,0.279,0.441,0.346,16,4.19,27,73,6,87.4,14.2,40,7.6,29.5,5.6,R,44.5,94.1,Yes
6,32,2,28,8,25.2,7.2,0.32,0.49,0.378,24,9.26,22,84,0,88.8,9.8,41.1,8.2,37,10.9,R,48.9,92.6,No
27,128,9,158,36,26.5,6,0.234,0.332,0.289,50,3.03,48,410,3,88.1,-0.5,28.2,5.6,38.8,6.5,R,48.7,92.8,No
78,51,9,56,23,22,9,0.23,0.387,0.314,24,3.62,35,167,10,87.4,2.8,22.9,7.6,38.8,9.5,L,84.3,91.6,No
5,16,4,30,5,30,5,0.168,0.347,0.21,12,4.05,12,72,0,87.1,24.6,32.3,10.8,30.8,8,R,65.8,91.2,Yes
22,48,6,57,22,27.3,10.5,0.262,0.415,0.344,23,4.4,19,129,1,86.9,16.1,36.7,10.9,35.2,6,R,47.7,95.5,No
23,98,15,156,44,29.3,8.3,0.207,0.351,0.285,46,3.18,36,323,2,88.4,11.7,31.9,7.1,39.9,9.2,R,56.2,93.7,Yes
12,42,9,25,16,15.6,10,0.296,0.535,0.369,22,5.6,25,82,2,89.7,13.6,38.1,14.4,42.4,6.6,L,45.8,89.9,No
20,25,5,21,12,18.8,10.7,0.255,0.449,0.339,15,5.4,15,72,1,89.8,20.5,25.6,6.4,39.7,6.5,R,64.2,95.4,No
18,76,14,100,25,26.9,6.7,0.224,0.418,0.282,41,4.05,40,258,1,90.7,7.7,34.2,9.1,43.6,6.4,R,45.1,96.5,No
23,85,11,85,36,20.6,8.7,0.23,0.382,0.303,41,3.75,39,270,4,87.4,9.9,31.6,6.3,35.1,5.9,L,47.7,92.6,No
34,34,2,27,13,18,8.7,0.26,0.389,0.347,17,4.59,13,93,1,85.9,-1.1,28.8,2.9,33.7,10.7,R,69,99.4,Yes
33,43,8,48,18,27.7,10.4,0.291,0.534,0.376,25,6.37,33,88,7,88.9,17.6,31.1,13.6,40.8,9.2,R,68.4,94.8,Yes
59,45,10,61,13,26.6,5.7,0.214,0.381,0.262,26,3.92,28,125,3,86.9,11.7,30.7,9.2,37.3,7.8,R,43.3,97.4,No
22,115,20,88,46,17.7,9.3,0.263,0.469,0.333,60,4.74,54,309,1,88.9,13.7,28,8.4,38.7,6.8,R,47.4,93.2,Yes
71,51,2,74,16,26.5,5.7,0.195,0.24,0.24,10,1.29,13,141,8,86.4,-0.2,20.1,1.6,29.6,6.6,R,70.2,100.2,No
6,20,4,38,19,29.5,14.7,0.183,0.303,0.31,10,3.07,6,77,1,89.8,23,35.2,7,39.4,6.2,R,53.4,96.1,No
37,54,12,52,16,24.1,7.4,0.278,0.536,0.343,26,4.78,26,146,7,90.4,14.1,34.7,11.8,47.2,7.1,R,60.7,92.5,No
38,29,6,42,25,27.8,16.6,0.238,0.459,0.377,26,7.39,27,91,1,91.9,23.4,34.6,12.3,46.9,7.5,R,64.7,96.3,No
29,121,22,114,59,20.5,10.6,0.248,0.444,0.336,64,4.43,61,382,3,88.8,9.1,34.8,9,39.6,7.3,L,52,90.9,No
32,128,29,104,31,19.5,5.8,0.258,0.474,0.305,75,5.41,76,349,5,89.8,15.2,34.7,10.6,39,8.8,L,72.1,89.7,Yes
25,84,21,136,58,27.5,11.7,0.194,0.383,0.293,66,4.95,56,291,0,90.3,21.6,36.2,9.7,42.3,6.7,R,61.6,92.1,No
14,58,12,37,17,16.7,7.7,0.291,0.518,0.356,35,6.26,31,143,4,90.2,8.8,35.4,10.4,45.1,6.5,L,43.8,92.6,No
30,130,24,118,41,19.3,6.7,0.234,0.418,0.297,62,3.71,60,411,2,89.1,9.3,33,10,40,9.2,R,52,93.6,No
25,120,14,141,37,27.3,7.2,0.252,0.389,0.308,47,3.43,43,325,2,91.7,8.5,36.8,10.7,45.7,7.3,L,40.9,96.4,No
22,34,5,34,6,24.5,4.3,0.262,0.423,0.302,21,5.61,21,97,0,88.6,15.5,33,6.2,35.8,7.9,L,67.9,91.8,Yes
26,34,7,56,21,29.5,11.1,0.217,0.401,0.326,14,2.91,17,137,1,89.1,17.9,34,7.5,37.7,6.7,R,47,95,No
8,31,4,21,23,13.4,14.6,0.246,0.405,0.376,18,4.54,17,95,0,88.9,17.9,33.3,8.3,36.1,7.5,R,47.2,91.7,No
15,80,9,55,31,17.7,10,0.295,0.465,0.37,43,5.69,37,171,3,90.7,14.5,33.5,10.4,44.3,7.4,L,52.3,93.7,No
12,23,2,20,20,15.5,15.5,0.221,0.365,0.349,16,4.97,15,67,0,91.4,16,27.6,8,50,9.1,R,70.2,92.5,No
26,66,7,50,25,17.1,8.5,0.261,0.403,0.338,30,3.99,43,198,2,90.3,13.2,32.4,5.7,41,8.7,R,59.2,91.7,No
25,24,4,33,16,27.5,13.3,0.238,0.416,0.342,15,5.13,19,69,1,89.5,27.6,41.4,4.3,30,5.7,R,85.2,89.5,No
17,69,11,94,36,25.9,9.9,0.215,0.349,0.3,35,3.62,28,229,3,85.4,6.3,29.3,6.1,35.4,6.4,L,43.1,93.3,No
9,43,7,29,20,18.8,13,0.336,0.586,0.422,38,11.27,37,98,0,92.8,14.6,42.7,11.7,52.4,7.6,R,55.3,95.6,No
27,146,14,131,53,22.4,9,0.281,0.414,0.358,70,4.91,71,457,11,88.5,7,32.7,5.6,37.6,7.7,R,58,93.7,Yes
23,115,15,99,22,21.6,4.8,0.269,0.445,0.301,61,5.07,58,302,6,90.5,10.7,34.4,8.6,42.7,9.1,R,61.5,94.8,No
43,58,15,75,31,26.6,11,0.235,0.47,0.326,31,4.41,35,179,1,89.7,16.5,40.5,15.6,42.8,7.2,R,59.8,96.2,Yes
24,23,4,24,17,19.5,13.8,0.221,0.356,0.333,18,5.79,14,85,2,89.2,14,35.8,7.4,32.1,8.2,R,75,92.3,No
9,34,6,11,10,8.7,7.9,0.298,0.535,0.357,22,7.16,20,84,0,88.6,19,31.7,8.7,33.7,9.1,R,48.5,86.5,No
15,41,8,65,34,27.2,14.2,0.202,0.369,0.314,20,3.23,19,156,0,88.2,16.7,34.3,7.1,35,8.4,R,43.6,93.8,Yes
15,56,8,36,11,20.1,6.1,0.344,0.613,0.38,30,7.04,35,127,4,88.3,11.6,38.9,10.7,38.2,7.6,R,61,92,No
24,31,2,26,9,23.6,8.2,0.316,0.469,0.391,13,5.16,18,94,5,89.6,7.2,38.9,6.9,48.6,6.9,R,52.7,94.3,No
47,40,2,56,21,29.6,11.1,0.241,0.331,0.328,17,3.59,15,135,5,87.9,12.5,32.4,7.2,31.5,7.2,R,57.9,97.1,No
24,123,28,129,38,24,7.1,0.254,0.48,0.316,74,5.36,70,323,1,88.9,12.6,33.4,8.8,38.7,6.8,R,49.1,93.1,Yes
11,34,4,41,11,26.1,7,0.245,0.417,0.299,19,4.46,18,115,1,90.5,16.5,34.3,8.8,40.2,8.5,L,63.3,91,No
43,52,4,39,14,20.1,7.2,0.291,0.436,0.34,24,4.98,20,97,4,91.9,15.8,35.5,7.8,43.3,5.2,R,53.4,95.5,No
65,65,6,85,32,28.6,10.8,0.256,0.425,0.347,35,4.73,46,181,1,88,12.9,37.4,7.5,32.8,7.7,R,56.5,91.1,Yes
22,110,12,125,58,21.9,10.1,0.22,0.327,0.313,47,3.14,44,388,5,90.8,-5.5,21.4,5.8,44.4,6.7,L,57.1,92.4,No
36,67,16,130,53,30.7,12.5,0.186,0.355,0.3,40,3.55,41,261,1,90.6,22.5,36.8,9.8,43.2,6.5,R,59.4,93.5,Yes
20,87,17,90,19,21.3,4.5,0.218,0.406,0.255,43,3.62,42,270,0,88.6,20.6,35.6,9.3,35.9,9.6,R,54.9,92.5,Yes
30,16,3,44,19,35.2,15.2,0.158,0.267,0.312,9,2.7,8,108,0,86.9,12.3,27.6,6.9,41.4,7.1,R,37.5,95.5,Yes
51,40,4,47,27,22.8,13.1,0.227,0.341,0.325,24,4.56,19,120,0,90.9,12.5,32.6,8.3,43.2,8,R,55.8,97.4,Yes
32,30,9,36,22,23.2,14.2,0.234,0.5,0.368,24,6.48,25,105,3,90.2,23,33.7,14.1,35.9,7.3,R,55.7,94.5,No
66,61,7,53,15,22.5,6.4,0.28,0.431,0.326,28,4.61,25,127,2,90.7,13.1,29.9,7.8,44.9,8.5,L,68.7,91.6,No
13,63,17,47,25,19.2,10.2,0.292,0.588,0.363,45,7.55,38,152,1,93.1,21.2,39.5,14,45.3,8,R,76.7,91.1,No
7,24,6,28,19,23.3,15.8,0.247,0.505,0.392,17,5.81,17,69,3,90.3,8.5,42,11.6,47.8,6.4,R,38.6,96.7,No
22,33,4,31,26,21.1,17.7,0.282,0.47,0.415,29,8.8,27,96,3,89.4,10.5,37.5,9.1,42,5.9,R,50.5,94.3,No
24,105,16,124,53,23.2,9.9,0.221,0.371,0.297,51,3.58,47,332,0,88.3,6.4,29.4,9.5,38.7,7.6,R,47.4,94.6,Yes
8,42,3,32,20,20.1,12.6,0.318,0.447,0.403,19,5.03,15,106,1,89,12.3,39,6.7,39,7.1,L,49,89.9,No
18,96,10,57,33,14.8,8.6,0.279,0.445,0.343,55,5.8,52,247,4,91.4,11.8,32,7.9,42.3,9,R,60.8,93.6,No
31,32,4,23,15,19,12.4,0.311,0.476,0.397,11,4.01,15,69,4,86.6,9.1,25.6,6.1,42.7,9.9,R,85.1,96.2,No
25,106,20,98,48,22.4,11,0.28,0.524,0.362,70,6.61,60,245,3,89.5,14.3,35.9,10.1,39,6,L,51.1,95.5,No
20,77,12,127,40,27.7,8.7,0.192,0.314,0.29,40,3.22,41,287,4,86.8,16.3,32.6,5.8,31.2,7.3,R,62.9,93.3,Yes
9,26,2,37,20,23.9,12.9,0.202,0.295,0.31,17,4.17,13,107,0,91.1,16,38.5,7.3,42.7,7.7,L,42.4,93.4,No
29,19,4,37,9,33.9,8.3,0.192,0.333,0.266,9,3,10,89,1,87.5,9.6,32.3,8.1,33.9,8.8,R,41.6,98.6,Yes
27,25,5,30,13,23.6,10.2,0.227,0.418,0.323,23,7.22,22,100,0,88.1,1.9,29.6,7.4,42,8.1,R,62.1,95.3,No
28,27,4,23,14,19.2,11.7,0.267,0.446,0.358,12,4.15,14,47,2,89.6,11.3,40.7,8.6,38.3,6,R,37.9,94.2,Yes
27,41,3,40,12,20.7,6.2,0.233,0.33,0.295,18,3.52,18,114,6,88.5,-0.9,30.7,3.6,39.4,5.6,L,67.5,91.5,Yes
12,34,4,19,12,15.7,9.9,0.324,0.533,0.388,21,7.36,25,85,3,91.2,16.2,38.6,5.7,40.9,6.3,R,42.5,91.3,No
25,137,23,100,34,16.7,5.7,0.248,0.437,0.298,74,4.67,69,332,5,90.6,12.1,32.2,9.4,43.4,8.2,R,41.7,92.8,No
23,108,19,139,49,26.6,9.4,0.233,0.413,0.31,58,4.3,59,376,3,89.2,12.3,32.7,7.9,43,5.2,R,62.4,93,Yes
9,47,4,32,19,17.6,10.4,0.301,0.468,0.385,27,6.28,24,75,1,88.2,21.4,36.2,2.4,33.9,8.2,R,48.5,94.2,No
16,85,15,46,22,14.3,6.8,0.29,0.505,0.335,44,5.35,37,174,1,89.2,14.1,32.4,9.5,43.2,7.1,R,64.2,92.9,No
14,75,14,56,22,19.6,7.7,0.291,0.492,0.347,36,5.04,33,183,1,91,13.7,37.1,9.8,44.9,6.9,L,42.2,91.4,No
28,123,7,234,34,35.6,5.2,0.201,0.273,0.248,45,2.43,41,447,2,85.5,8.4,29.5,3.1,30.5,6.7,R,62.9,95.5,No
24,110,17,82,40,19.2,9.4,0.29,0.491,0.356,70,6.63,61,287,0,89.8,17.8,33.7,9.6,42.9,7.7,L,57.2,92,Yes
18,90,20,81,22,21.4,5.8,0.259,0.5,0.306,53,5.34,46,225,1,89.5,19.4,40.4,11.9,42.6,6.7,R,49.6,90.4,No
16,32,5,26,10,21,8.1,0.288,0.486,0.355,19,6.41,20,71,5,88.9,14.2,33.7,12.8,34.9,7.5,R,46.2,92.7,No
24,112,17,128,28,25.4,5.6,0.241,0.425,0.29,62,4.68,56,284,1,90.1,19.2,36.4,8.8,44.6,9.1,R,61.5,95.3,Yes
44,40,9,65,12,29,5.4,0.192,0.365,0.237,26,4.11,34,123,1,90,24.8,39,11,41.1,7.5,R,58.6,95.2,No
31,141,35,164,47,25.9,7.4,0.245,0.476,0.306,72,4.34,71,406,4,90.5,14.1,35.3,13.9,45.1,8.9,L,56,94.4,Yes
25,107,6,157,46,28.5,8.4,0.218,0.318,0.287,39,2.64,40,356,7,87.7,12.5,34.9,5,36.7,7.4,L,57.7,94.5,No
16,84,11,134,33,33.1,8.1,0.229,0.373,0.299,34,3.17,33,270,2,89.7,9.6,38,9,43.6,7.3,R,38.6,92.4,Yes
31,12,2,27,12,24.3,10.8,0.124,0.216,0.216,5,1.55,10,72,4,89.2,17.2,31.9,5.6,36.1,7.9,R,46.6,94.4,No
60,45,5,71,20,28.7,8.1,0.207,0.35,0.287,19,2.79,25,232,3,88.3,6.4,33.3,6,34,6.9,R,53,96.9,Yes
12,37,5,38,15,21.6,8.5,0.237,0.41,0.313,25,5.53,20,127,2,88.7,15.1,32.5,5.8,36.7,8.7,L,43.2,92.6,Yes
15,28,0,29,15,21.6,11.2,0.243,0.313,0.351,12,3.64,8,101,2,88.2,3.6,29.1,3.5,36,7.5,R,65.3,95.8,Yes
21,38,6,49,17,24.9,8.6,0.215,0.356,0.279,19,3.66,28,129,9,88.7,9.3,31.3,7.6,37.4,8.9,R,52.8,94.4,No
61,40,5,77,19,32.5,8,0.185,0.324,0.253,15,2.23,17,142,0,87.2,15,37.9,5.7,31.9,10.7,R,56,96.7,Yes
14,61,8,51,37,17.7,12.8,0.251,0.412,0.361,34,4.91,32,173,5,87.7,7.1,35.6,7.7,35.6,8.3,R,53.9,94.8,No
53,40,12,78,22,31.1,8.8,0.175,0.364,0.247,25,3.5,28,154,1,90.4,22,33.8,11.3,46.4,6.9,R,56.8,92.7,Yes
25,18,6,35,12,30.7,10.5,0.188,0.396,0.289,12,3.9,19,77,2,86.9,20.2,35.9,6.3,29.7,8.3,R,54.4,95.5,No
5,26,5,19,11,18.8,10.9,0.295,0.534,0.386,17,7.4,16,58,0,88.8,18.4,36.2,11.6,33.3,10,L,45.1,92.9,No
25,21,5,25,20,22.5,18,0.233,0.444,0.369,17,6.38,19,71,4,89.6,11.3,24.2,6.1,42.4,7.9,L,64.3,96,No
24,69,7,74,41,20.7,11.5,0.223,0.332,0.318,35,3.68,32,194,1,89.8,15.2,33.9,7.1,39.3,5.9,R,55.8,97.2,Yes
19,69,12,74,29,22.2,8.7,0.232,0.393,0.303,37,4.31,36,181,3,89.8,20.6,34.8,8.4,40.5,8.2,R,63.7,95.7,Yes
14,31,1,15,10,14.6,9.7,0.348,0.494,0.417,21,9.3,19,55,1,89.3,10.6,36.8,6.6,38.2,6.9,L,56.9,93,No
10,36,6,30,13,21.7,9.4,0.298,0.496,0.384,22,6.67,18,105,1,92.7,11.7,35.2,13.2,52.7,8.1,L,54.1,90.7,No
60,35,9,78,32,33.2,13.6,0.176,0.352,0.294,25,4.07,31,173,2,90.1,18.3,31.7,8.9,40.7,7.5,R,68.1,95.9,Yes
19,53,7,52,27,22.7,11.8,0.269,0.452,0.362,41,7.43,36,166,4,88.2,16.7,36.1,7.5,35.4,6.4,R,77.2,93.1,No
